職缺,公司名稱,地址,薪資,連結,工作內容,工作經驗,科系要求,擅長工具,其他條件
【全遠端｜月薪 5-9 萬】後端工程師 Backend Engineer｜視訊面試 線上面試,即準數位科技股份有限公司,台北市松山區,"月薪50,000~90,000元",//www.104.com.tw/job/7hvx5?jobsource=jolist_b_relevance,"[ 職務內容 ]
- 負責產品 API 新功能之設計、開發
- 開發與維護內部使用之工具或系統
- 與前端工程師協作研發、討論、改善軟體功能
- 維護、優化產品後台效能及穩定性
- 錯誤排查並解決問題
- 雲端平台維運

[ 徵求條件 ]
- 熟悉 AWS 雲端平台 (EC2, ELB, S3, Cloudwatch)
- 熟悉資料庫系統
- 熟悉 Linux
- 熟悉實作微服務架構

[ 加分條件 ]
- 熟悉 Node.js, Python 或 PHP 佳
- 具大型網站後台實戰經驗佳

＊薪資範圍上限非絕對，依實力向上調整
＊(Remote Only) 為了提供對工作形式期待不同的人才有更加彈性的選擇，開放此「全遠端」職缺。此職僅開放全部遠端，並無提供部分遠端。",大學以上,資訊工程相關、其他數學及電算機科學相關、電機電子工程相關,[],工作內容：1. 機房管理 2. 系統維護 3. 網路管理 4. 資安維護
數據工程師,凡谷興業有限公司,台中市西屯區,"月薪32,000~60,000元",//www.104.com.tw/job/5i2zw?jobsource=jolist_d_relevance,"1. 開發、維運以及監控ETL數據流整合
2. 數據抽取轉換及邏輯控管
3. 數據校驗與數據錯誤控制及數據補償
4. OLAP Schema 設計、建置與維運",大學、碩士,資訊管理相關、資訊工程相關、數理統計相關,[],"1. 具ETL相關經驗者佳，應屆畢業生亦可
2. 熟悉Java、Scala以及Python等程式語言
3. 熟悉Linux操作& Shell scripting者佳
4. 具良好溝通技巧和積極態度者佳
5.歡迎應屆畢業生，公司提供完整的培訓"
資訊服務部-資訊工程師,科治新技股份有限公司,新竹縣湖口鄉,"月薪30,000~45,000元",//www.104.com.tw/job/7lozv?jobsource=jolist_d_relevance,"1. 伺服器、網站維護管理與異常排除。
2. 有線、無線網路設備安裝建置、維護與異常排除。
3. 電子信箱、電話系統管理與異常排除。
4. 電腦及周邊設備安裝、設定與異常排除。
5. 機房巡檢、資訊設備之網路安全與主機安全管理。
6. 使用者電腦故障排除、軟體安裝、設定及系統操作。
7. 門禁系統、監視器系統維護。
8. 其他主管交辦事項。
",專科以上,資訊工程相關、資訊管理相關,"['Cisco', 'Ethernet', 'Hubs/ Routers', 'LAN', 'TCP/IP', 'VLAN']","1. 具獨立負責專案規劃與執行者佳。
2. 具良好人際溝通技巧與跨部門溝通協調能力者佳。
3. 熟悉路由器、交換機、防火牆、UPS 等設備之配置與管理者佳。
"
(1050)資料庫工程師/管理員,神準科技股份有限公司,桃園市龜山區,待遇面議,//www.104.com.tw/job/7hfny?jobsource=jolist_d_relevance,"1. 每日資料庫維護與監控
2. 資料庫系統效能調校
3. 異質資料庫資料同步
4. 建置測試及開發環境
5. 異地備援資料庫建置與維護
6. 協助開發人員程式優化
7. 虛擬化系統管理維護
8. Oracle ERP DBA工作

工作經驗需求:
1.1年以上MS-SQL與Oracle資料庫規劃與建置管理經驗
2.熟Linux、Windows Server作業系統
3 熟Linux shell script、Windows batch script撰寫
4. 具資料庫軟體安裝、設定、備份還原與效能調校經驗
5. 虛擬化系統管理經驗
6.有Oracle ERP DBA經驗、OCP、MCSA證照尤佳",大學,資訊管理相關、資訊工程相關、工業管理相關,[],"1. 具有責任感、服務熱忱、耐心、主動溝通
2. 願意學習新的相關知識與技術"
MIS工程師/經理,昱峰智能大數據科技股份有限公司,台北市信義區,待遇面議,//www.104.com.tw/job/6vsus?jobsource=jolist_d_relevance,"Title: MIS Specialist

Job Overview
Our company's MIS executive is responsible for keeping the computer systems that our business relies on running smoothly. In addition to managing hardware and software, executives also help update the existing systems and develop new ones that are more efficient.

-------------------------------------------------------

Responsibilities

Provide assistance to company employees and clients with technology-related issues:
    - Understanding the issue and its cause;
    - solving the problem; and explaining the problem to the staff member and Imagineer.

Installing and configuring new technology to be used by the company, such as hardware, operative systems, and programs or applications.

Implementing and assisting on the roll out of new applications or operating systems:
    - Learning about the new application or operating systems;
    - running tests before implementing them in all systems;
    - evaluating new applications or operative systems; and installing them on all systems in the company.

Setting up profiles, emails, and issuing access passes for new employees and assisting in all password-related issues.

Create, change, and delete user accounts and access per request.

Perform daily backup operations, ensuring all required file systems and system data are successfully backed up to the appropriate and available high availability backup.

Repair and recover any reported hardware or software failures. Coordinate and communicate with impacted stakeholders.

-------------------------------------------------------

Requirements
3+ years relevant working experience.
Degree on IT or relevant field.
Excellent organizational and time-management skills.
Experience on handling Microsoft Office 365, Operating Systems like Windows, Ubuntu and MacOS.
Experience with open source identity management system such as FreeIPA.
Imaging, provisioning and setting up workstation and like laptop and desktop, etc.
Experience with  basic office network devices. 
Experience with HA architecture setup and maintenance.",專科以上,不拘,"['Linux', 'Shell', 'Vmware', 'Apache SOAP', 'DHCP', 'DNS', 'Firewall', 'FTP', 'HTTP', 'LAN', 'Load Balancing', 'SAN', 'ssh', 'TCP/IP', 'VPN', 'WAN']","1. 具有責任感、服務熱忱、耐心、主動溝通
2. 願意學習新的相關知識與技術"
派駐知名外商EDA全球領導品牌 - 商業智慧(BI)資料分析程式設計師-【JD-00000058】,威策電腦股份有限公司,新竹市,"月薪60,000~100,000元",//www.104.com.tw/job/7g2zd?jobsource=jolist_d_relevance,"● 本職務將派遣至知名外商EDA全球領導品牌擔任BI工程師，工作內容如下：
■資料庫和 BI Dashboard相關系統開發，進一步提升IT維運管理。
■資料庫系統維護與優化、資料存儲管理與維護。
■運用 BI Dashboard 進行資料分析協作與資料模型產出，以進行使用者需求分析、營運支持。
--------------------------------------------------------------------------
■本職務須具備任一Database SQL、ETL (Extract-Translate-Load)資料整理能力。
■具備 Web 使用者介面(前端網頁設計)開發或任一 BI 工具/報表系統(資料存儲、時間序列數據)開發經驗優先錄取。
■具備異質系統整合與資料整理經驗優先錄取 (如：Directory Service, Web Services, LDAP)。
■具備相關工具技能所需英文技術文件閱讀能力者佳。
■具備人際溝通技巧與偵測問題解決跟追能力者佳。
■歡迎具豐富經驗人士應徵，待遇從優。
",大學以上,不拘,"['MS SQL', 'Power BI\u200b']","1. 具有責任感、服務熱忱、耐心、主動溝通
2. 願意學習新的相關知識與技術"
資深資料工程師 Senior Data Engineer,知微科技股份有限公司,台北市信義區,"月薪70,000~100,000元",//www.104.com.tw/job/7nd8e?jobsource=jolist_d_relevance,"foundi 是由前 Google 工程師創立，美式管理和彼此尊重是我們自豪的文化，注重軟體開發流程 (包含 Unit Test / Code Review) 是我們快速前進的核心。

foundi 透過資料整合技術，提供專業的分析，幫助房地產交易者做出快速精準的決定。資料搜集、清理、分析和呈現一直都是我們的強項。我們需要清理整合數千萬筆各種資料如地址土地和房屋刊登等等，如何能夠有效率高速更新和智能整合一直是我們在解決的問題。我們需要一位有經驗的資料工程師協助優化現有的資料流程。

【主要工作內容】
- 優化現有資料處理流程包含系統健康狀況、地理資料、使用者資料、市場資料等等
- 建立 Dashboard 顯示各類資料狀況
- 使用 Python 和 GCP 清理和整合資料

【必備技能】
- 良好的溝通與表達能力
- 喜歡不斷地學習成長
- 對資料處理有熱情
- 四年以上軟體工程師經驗
- 三年以上處理資料流程經驗
- 資工本科系畢業

【加分項目】
- 熟悉 BigQuery、MongoDB等工具",大學以上,不拘,['Python'],"【其他條件】
- 為人正直、樂觀、積極
- 良好的溝通能力及邏輯思考
- 目標導向，能自發管理
- 負責任
- 喜愛學習新的知識和技能

【面試會問的問題】
- 資料結構和演算法
- 系統架構問題
"
助理工程師 (Assistant Engineer),美商先進系統資訊有限公司 Advanced Control Systems Inc.,台中市西區,待遇面議,//www.104.com.tw/job/7g4lj?jobsource=jolist_d_relevance,"[QUALIFICATIONS]
‧ Experience with one or more purpose programming languages including Python, Perl, Java or C++. 
‧ Experience with at least one RDBMS, including Oracle, PL/SQL or MySQL.
‧ Good knowledge of Linux, Shell, Windows 10 and network (LAN/WAN).

[NICE TO HAVE]
‧ Good knowledge of Power System, smart grid or applications in Electric Engineering.
‧ Good knowledge of AutoCAD.
‧ Familiarity with ArcGis, GIS or MapInfo.
‧ Familiarity with VMware.
‧ Ability to learn other coding languages as needed. 
‧ Good teamwork and communication skills.

[RESPONSIBILITIES]
‧  智慧電網應用於電力系統
‧  系統整合&工程專案執行
‧  SCADA系統及其設備維護
‧  處理相關技術文件
‧  提供安裝及訓練服務
",大學,電機電子工程相關、資訊工程相關、工程學科類,"['Linux', 'C++', 'Java', 'Perl', 'Python', 'MySQL', 'Oracle']","1. 理工/資工相關背景, 具工作熱忱, 溝通協調與邏輯分析能力佳.
2. 熟悉電腦軟體操作 (熟 Office, LAN concept, Database/Oracle, AutoCAD 或 ESRI, GIS 圖資系統尤佳).
3. 英文讀 寫 聽 說 均需中等以上 (具TOEIC 或其他英檢證明). "
商業智慧 系統及數據工程師,統一企業集團_統一資訊股份有限公司,台北市內湖區,待遇面議,//www.104.com.tw/job/4bma8?jobsource=jolist_d_relevance,"職責主要負責雲端環境，積極主動、學習力強、有熱誠、執行力強、有獨立思考能力。
具強烈企圖心和創意，有開放學習的態度與團隊合作的精神。
本職務須可自我管理，並對工作有高度責任感。
歡迎對雲端工作相關數據工程師有興趣者，工作內容:
1. 熟悉資料庫概念，進行資料整備、Data Lake共同設計及維護
2. 數據工程的自動化、監控、佈署及版本控管
3. 零售數據運用開發、建置與測試，開發工具:雲端系統尤佳
4. 持續提高系統運作品質、效能及分散式運算",大學,不拘,"['Python', 'ETL', 'MS SQL', 'PostgreSQL', 'AWS', 'Tableau']","加分技能：
1. 具有雲端概念與雲端相關開發經驗尤佳
2. Python程式語言能力
3. 網頁開發經驗"
MIS電腦工程師,穩正企業股份有限公司,台南市永康區,"月薪32,000~36,000元",//www.104.com.tw/job/7mvyx?jobsource=jolist_d_relevance,"1.機房管理與維護
2.ERP程式開發與管理
3.生產流程規劃與改善
4.資料庫管理與維護
5.硬體安裝與維修
6.主管交代事項
",大學,資訊工程相關、資訊管理相關、企業管理相關,"['Delphi', 'MS SQL']","加分技能：
1. 具有雲端概念與雲端相關開發經驗尤佳
2. Python程式語言能力
3. 網頁開發經驗"
技術支援工程師,智邦生活館_易達網股份有限公司,台北市大安區,"月薪30,000~50,000元",//www.104.com.tw/job/7lgjj?jobsource=jolist_d_relevance,"1. 具Linux / Windows伺服器管理經驗佳(配置Web/DB等相關服務設定)
2. 具機房管理經驗佳，並負責技術支援工作。
3. 具良好的溝通能力及耐心，有高度服務熱誠及興趣者。
4. 公司福利制度完整待遇佳。",專科、大學,不拘,"['Linux', 'Windows Server 2008', 'Windows Server 2012', 'Database Management', 'MS SQL', 'MySQL', 'DHCP', 'DNS', 'Firewall', 'FTP', 'HTTP', 'IIS', 'iptables', 'LDAP', 'Security', 'TCP/IP', 'UDP', 'SNMP']",居住台北市近郊佳。
網路管理工程師,翡冷翠文創事業股份有限公司,新北市中和區,"月薪40,000元以上",//www.104.com.tw/job/72jt5?jobsource=jolist_d_relevance,"工作內容
從事資訊系統、伺服器、網路系統、電子郵件、資料庫等維護工作，並協助解決產品使用之相關技術問題。

工作任務
1、協助ERP導入及MIS日常工作
2、辦公室軟硬體維護、簡易辦公室內佈線、資訊設備盤點 
3、公司官網建置規劃、協助公司社群網站經營維運工作。
4、伺服器維運（會計、人資、POS、CRM會員管理及進銷存等系統）
5、建立使用手冊及程序，並對使用者進行教育訓練。
6、與操作員、使用者和管理階層溝通，評估系統修改及建立新系統的需求。
7、主管交辦事項

",大學以上,資訊管理相關、資訊工程相關,"['MS SQL', 'MySQL', '鼎新']",居住台北市近郊佳。
資訊主管,為昇科科技股份有限公司,新竹縣竹北市,待遇面議,//www.104.com.tw/job/7fedb?jobsource=jolist_d_relevance,"1.具有SAP/PLM/MES/BPM/WebISO導入及維護，並有程式開發經驗並能協助解決問題
2.具有管理SAP S4 HANA Team經驗，並能協助解決Basis問題
3.內部流程改善及協助經營管理分析
4.伺服器、資料庫、IP電話機維護管理
5.資訊通訊硬體、網路(安全)設備維護、整合規劃管理
6.網路管理及監控，機房管理規劃與建置",大學以上,資訊工程相關、資訊管理相關,"['MS SQL', 'MES', 'SAP']",居住台北市近郊佳。
JI 資料庫工程師-疫情期間採視訊面試,尊博科技股份有限公司,台中市西屯區,待遇面議,//www.104.com.tw/job/7cbuv?jobsource=jolist_d_relevance,"1. MSSQL資料庫規劃、建置、維護
2. 資料庫維護、異常排除、問題分析等日常管理
3. 資料效能監控及協助開發人員調校SQL程式效能
4. 撰寫資料庫自動化管理維運等相關程式
5. NOSQL資料庫規劃、建置、維護",不拘,資訊工程相關、資訊管理相關,"['Database Administrator', 'Database Management', 'MySQL']","1. 具備大流量即時交易處理資料的經驗 
2. 有雲端資料庫處理經驗者佳
3. 有ClickHouse ...等相關NOSQL資料庫經驗者佳
4. 應徵時附上自薦信(Cover Letter)尤佳"
Backend Engineer 後端工程師(元宇宙),阿特發互動科技有限公司,台北市中正區,"月薪40,000~65,000元",//www.104.com.tw/job/7aa92?jobsource=jolist_d_relevance,"阿特發互動科技 AR2VR，深耕於「教育科技創新」的新創團隊，業務橫跨台灣與香港。
打造「全國最大VR課程共享平台」，透過 AR / VR技術輔助師生學習更有趣味，並積極研發VR遠距教學模組，一同解決Covid-19疫情世界各地教學的問題。

""歡迎成為我們的夥伴，一起打造世界級的 AR / VR 遠距教學教材編輯平台。

【職務內容】
1.後端 API 開發、測試、發佈、性能優化與維護。
2.與 Front-End 明確介接需求與規格制定。
3.使用PHP 實作 基本Web API透過 MySQL / AWS DynamoDB 來存取資料內容。
4.協作對象有 C++/Qt/Unity 工程師、UI/UX 設計師 、Mobile App工程師(Android/iOS)


【條件要求】
1. 1 年以上 Web API 開發經驗，具備 RESTful API 觀念。
2. 熟悉 Git 版本控制 
3. 熟悉 PHP 開發
4. 有 AWS 或 GCP 相關操作經驗

【加分條件】
1. 熟悉Node/Express、Go 
2. 熟悉JavaScript、React/Redux
3. 具HTML5、WebVR、WebGL 開發經驗
4. 具備良好的溝通表達能力及團隊合作精神 。
5. 喜歡挑戰，解決各式問題。
6. 有自我學習能力，快速吸收新知識。
7. 對於科技教育有想法與相關軟體開發經驗

【希望你具有的特質】
1. 有工作熱忱，強烈的使命及責任感，並具解決問題、溝通協調之能力。
2. 能獨立作業、自我控管作業流程與進度，並也須具備團隊合作精神。
3. 對任何挑戰或挫折能抱持正面思考，沈著應對，勇於突破。
4. 做事具有計畫性及邏輯性，反應靈活，並對細節執著。
5. 對任何新事物抱有好奇心與寬容心，並且擁有主動學習的精神。

<<<<<請提供相關作品案例>>>>>

歡迎追蹤我們粉絲團了解更多
--------------
AR2VR FB粉絲團： https://www.facebook.com/ar2vr
AR2VR 科工館VR導覽 https://youtu.be/HcZUe5TWoVk
亞洲教育創新展 雜學校展出 https://youtu.be/oW-jZd5PObQ",大學、碩士,不拘,"['PHP', 'MySQL', 'AWS', 'JavaScript', 'Node.js']","1. 具備大流量即時交易處理資料的經驗 
2. 有雲端資料庫處理經驗者佳
3. 有ClickHouse ...等相關NOSQL資料庫經驗者佳
4. 應徵時附上自薦信(Cover Letter)尤佳"
資深AI研發/數據工程師,立達信光電集團_立信電子科技有限公司,台北市中山區,待遇面議,//www.104.com.tw/job/7jgrt?jobsource=jolist_d_relevance,"1. 管理並推動公司AI產品系統架構與規劃發展。
2. 能帶領AI算法工程師，攻克技術關卡。
3. 數據資料處理與分析、AI驗証。
4. 管理跨職能團隊的項目，管理及問題追蹤
5. 具備市場觀，了解AI產品市場需求，擁有良好的組織與溝通能力
",碩士,資訊工程相關、數理統計相關、其他數學及電算機科學相關,"['C', 'C++', 'Java', 'Python', 'MySQL']","1. 具備大流量即時交易處理資料的經驗 
2. 有雲端資料庫處理經驗者佳
3. 有ClickHouse ...等相關NOSQL資料庫經驗者佳
4. 應徵時附上自薦信(Cover Letter)尤佳"
資深數據工程師(新竹),聯發科技股份有限公司,新竹市,待遇面議,//www.104.com.tw/job/7k4pg?jobsource=jolist_d_relevance,"1. 建立自動化Data Pipeline協助企業資料完成數位化過程，如利用：ETL過程、資料庫建模、資料分析等手法協助。
2. 建構穩健的Data Pipeline，包括數據測試、數據監控、品質管理等方式。
3. 協助PM、領域專家或AI/ML專家完成數據的蒐集、整理以及分析應用。
4. 設計/評估可能的數據解決方案使內部用戶的使用場景能完成自動化數據流程。
5. 帶領數據小組建立新專案的Data Pipeline。",碩士,資訊工程相關、數理統計相關、其他數學及電算機科學相關,"['Python', 'Tableau']","1. 碩士或以上，電腦/資訊科學相關專業領域專長。
2. 曾於數據處理、數據架構、數據科學等相關職位任職 4 年或以上。
3. 精通SQL，以及Python/Go/Java至少一種開發語言。
4. 熟練使用ETL工具，包括但不限於Airflow/Nifi/etc.
5. 熟練使用視覺化工具，包括但不限於Splunk/Tableau/Plotly Dash/etc.
6. 熟練使用RDB資料庫，包括但不限於Postgres/Oracle/MariaDB/etc,
7. 熟練使用雲平台，包括但不限於GCP/AWS/etc.
8. 曾設計數據管理方法相關經驗，如Data Catalog、Data Lineage、Life cycle管理等經驗。
9. 具備問題分析能力、問題組織能力、問題解決能力。
10. 良好的溝通能力、人際關係處理以及簡報技巧。
11. 熟練使用Container編排平台經驗者佳，包括但不限於Kubernetes"
【台中市西區】Backend Developer 後端工程師,創科資訊股份有限公司,台中市西區,"月薪60,000~100,000元",//www.104.com.tw/job/7nxei?jobsource=jolist_d_relevance,"我們目前主要的專案使用 PHP Laravel + MySQL 建構後端 API，搭配部分由 Node.js 撰寫的 Micro-services 服務，並透過 Terraform 部署到 Amazon Web Services，前端包含 SPA 架構的 Web 後台管理系統，以及使用 React Native 發展的跨平台 App 程式，團隊使用   Jira 進行 Issues 管理，使用 GitLab 進行版控，DevOps 流程則使用 Jenkins 與 GitLab CI/CD 進行持續整合與發佈。我們非常重視團隊成員的能力提升，所以也會不定期邀請業界頂尖的專家分享各類主題，例如資安或 Web 最新技術如 Tailwind CSS 等。

只要你對軟體開發的工作有熱情，希望找到舞台讓自己跟資深工程師一起追求充滿挑戰的專案，只要你有資質有潛力，不用擔心現在會的技術不夠多，因為我們的夥伴都有能力也有耐心教會你。


【職務內容】
1.熟悉 PHP/NodeJS/Java/.Net core 其中一種以上語言
2.熟悉 MySQL/MongoDB/Elasticsearch 等資料庫工具
3.熟悉 Git / Jenkins CI / Jira 等團隊開發流程導入之工具
4.有能力搭配 Vue 套版開發後台管理系統
5.具備實際的網站開發經驗：請提供 GitHub 或作品參考
6.良好溝通能力：能透過文字、對話讓同事知道你在做什麼，也知道下一步該怎麼配合你
",大學、碩士,資訊工程相關、資訊管理相關、其他數學及電算機科學相關,"['Linux', 'Github', 'Jenkins', 'Git', 'C#', 'Java', 'PHP', 'Python', 'MS SQL', 'MySQL', 'AWS', 'HTML', 'JavaScript', 'CSS', 'Node.js', 'ReactNative', 'ReactJS', 'AngularJS', 'VueJS']","請提供作品集線上連結

【加分條件】
1.資訊管理或資訊工程相關科系學士或碩士以上學歷
2.持有 AWS Solutions Architect 
3.公司主管或教授的推薦信"
【資訊專才】大數據資料工程師,國泰人壽保險股份有限公司_總公司_國泰金控,台北市內湖區,待遇面議,//www.104.com.tw/job/7cl8r?jobsource=jolist_d_relevance,"工作內容
1. 因應金融業務場景，開發大數據資料蒐集、清洗及邏輯處理程式。
2. 規劃資料倉儲與資料應用平台(如：機器學習平台、商業智慧工具)間資料流程設計。
3. 負責資料倉儲系統及相關應用系統框架開發標準制定，並規劃整體資料倉儲架構。

工作待遇： 面議(經常性薪資達4萬元或以上)
工作性質： 全職
出差外派： 無需出差外派
上班時段： 日班
工作地點： 台北市
休假制度： 周休二日
需求人數： 2 ~ 2 人
條件要求
工作經歷： 不拘
學歷需求： 大學 以上
科系要求： 國內外大學日間部以上(資工資管、數理統計等相關等系所畢)
語文條件： 不拘
擅長工具： 技能：SQL/DataStage 或其他ETL工具 /Shell或其他腳本程式/Python

專業知識：資料倉儲架構及大數據工程技術的趨勢與脈動

職能：持續學習/促進團隊成功/積極主動

經驗：具資料ETL開發及流程設計等數據工程經驗者佳。
其他條件： 1. 國內外大學日間部以上(資工資管、數理統計等相關等系所畢)。
2. 熟悉資料結構與關聯式資料庫存取語言SQL並具備ETL相關技術。
3. 熟悉Data Warehous架構。
4. 具備程式撰寫能力(DataStage、Shell)。
5. 具資料倉儲架構規劃、流程設計及技術可行性評估具經驗者佳。",大學、碩士,數學及電算機科學學科類、數理統計相關、資訊工程相關,"['Excel', 'Outlook', 'PowerPoint', 'Word', '中文打字20~50']","其他條件： 1. 國內外大學日間部以上(資工資管、數理統計等相關等系所畢)。
2. 熟悉資料結構與關聯式資料庫存取語言SQL並具備ETL相關技術。
3. 熟悉Tableau、SAS等平台架構尤佳。
4. 具備程式撰寫能力(R或Python)。
5. 具資料倉儲架構規劃、流程設計及技術可行性評估具經驗者佳。"
網管高級專員,鐵甲工業股份有限公司,台北市信義區,待遇面議,//www.104.com.tw/job/72o79?jobsource=jolist_d_relevance,"1. 設定、檢修網路設備。
2. 規劃網路管理機制。
3. 控管伺服器運作與維護、備份網路內的檔案，並設定用戶端權限，以確保檔案安全。
4. 監控系統運作，並建立危機處理的標準流程。
5. 負責資訊安全的管制。
6.依照企業需求，規劃、架設及管理各種伺服器。 
7.協助ERP專案導入及內部各單位溝通協調。


",大學、碩士,不拘,"['AJAX', 'MS SQL', 'MySQL', 'EJB', 'J2EE', 'JavaScript', 'jQuery', 'ssh', 'Oracle ERP']","1.具有責任感,良好溝通能力與EQ，重視團隊合作，良好工作規劃。 
2.具ERP導入及輔導之經歷者佳。"
環保文書人員(需環工系畢業.無經驗佳),環曄環境工程有限公司,台中市南屯區,"月薪29,000~40,000元",//www.104.com.tw/job/6r48r?jobsource=jolist_d_relevance,"上班時間：早上8點30分-下午17點30分 中午休息一小時
1.負責環保許可申請撰寫專業環保文件(空.水.廢),報告資料撰寫,資料彙整分析
2.協助客戶進行空.水.廢..等業務申報
3.文書處理彙整，且對環保技術服務有興趣,對工作有熱忱。 
4.具備資料彙整分析、報告撰寫與簡報能力者。 
5.案件執行期間之溝通與協調 ，須外出去現場勘查
6.活潑.細心, 有耐心。
7.外出時公司有提供車子.機車

享勞健保,意外險",高中以下、高中、專科、大學,化學工程相關、環境工程相關,"['Excel', 'Internet Explorer', 'Word']","1.具有責任感,良好溝通能力與EQ，重視團隊合作，良好工作規劃。 
2.具ERP導入及輔導之經歷者佳。"
資訊專員,牛頭牌_好帝一食品有限公司,台南市新市區,"月薪35,000~42,000元",//www.104.com.tw/job/6ujzt?jobsource=jolist_a_relevance,"1. 機房管理
2. 系統維護
3. 網路管理
4. 資安防護",大學、碩士,資訊管理相關、財稅金融相關,"['Excel', 'Outlook', 'PowerPoint', 'Word']",工作內容：1. 機房管理 2. 系統維護 3. 網路管理 4. 資安維護
資料分析應用工程師(PS150),資拓宏宇國際股份有限公司,台北市松山區,待遇面議,//www.104.com.tw/job/47adn?jobsource=jolist_a_relevance,"1. 與客戶討論需求，負責資料分析主題之設定與資料盤點
2. 運用ETL工具(ETL Job Developing, IBM Data Stage, Netpro Trinity, Pentaho...等)進行資料處理相關作業，包含：資料萃取、資料載入、資料轉換及資料清洗等工作。
3. 熟悉資料庫系統之SQL語法指令者佳 (PostgreSQL、MS SQL Server、Oracle、MySQL、HP Vertica、IBM Netezza...等)
4. 開發BI報表(Tableau, Power BI)，並運用AI工具平台進行模型建置與佈署。
5. 撰寫系統建置及資料分析相關文件
6. 有程式開發經驗者佳
7. 對機器學習演算法了解者佳",大學、碩士,資訊管理相關、財稅金融相關,"['Java', 'Python', 'R', 'Cognos', 'DataStage', 'ETL', 'MS SQL', 'MySQL', 'PL/SQL', 'PostgreSQL']","1. 具溝通協調能力與分析能力
2. 能獨立處理及解決問題
3. 具資料倉儲與Big Data系統建置經驗者佳
4. 熟悉資料庫系統之SQL語法指令者佳 (PostgreSQL、MS SQL Server、Oracle、MySQL、HP Vertica、IBM Netezza...等)
5. 開發BI報表(Tableau, Power BI)，並運用AI工具平台進行模型建置與佈署。
6. 撰寫系統建置及資料分析相關文件
7. 有程式開發經驗者佳
8. 對機器學習演算法了解者佳"
PHP工程師,驓勤爵也國際有限公司,台中市西區,"月薪28,000~50,000元",//www.104.com.tw/job/7m5c1?jobsource=jolist_a_relevance,"為公司獨立運作IT部門，負責代工軟體相關業務
公司崇尚自律學習，採半自主性的彈性管理
業務多半以合作夥伴需求為主，資安方面非常重視

由於我們是以代工為主，故在產品開發上會面臨各種不同的需求，
在技術層面上，需要能以解決問題為出發的心態，主動學習新技術
所以團隊合做精神不可或缺，但公司決策必須要擺第一


主要工作內容：
1. Php7以上搭配laravel MVC框架開發ERP系統
2. 使用Redis操作需高速讀取的資料
3. 維護現有的內部系統				
4. OLTP規劃及操作
5. RestfulAPI串接


若您對開發有熱程且有自我想法
若您也想成為全端技術人員
若您也想從工程師轉變管理階層
甚至想成為一位經營者
只要您願意主動自我提升，公司就有相對資源輔佐您
若有朝一日想轉換跑道，公司也有非常豐富的其它管道資源",專科以上,不拘,"['PHP', 'MySQL', 'HTML', 'JavaScript']","1. 良好的團隊溝通及合作能力 (對Scrum 開發模式有興趣)	
2. 良好且積極學習的自主管理能力	
3. 熟悉PHP 7以上
4. 熟悉或願意學習Laravel MVC框架
5. 熟悉或願意學習ReactJS框架
6. MySQL操作的能力"
資訊處-程式設計師,財團法人台灣金融研訓院,台北市中正區,待遇面議,//www.104.com.tw/job/7nnhu?jobsource=jolist_a_relevance,"1. 訪談並與業務單位確定各項需求。
2. 執行程式開發工作。
3. 維護資訊系統之運作。
4. 異動或擷取資料庫之資料。
5. 程式開發技術研究與分享。",專科以上,不拘,"['Visual C#', 'MS SQL']","任用資格：
大學畢業者無需工作經驗；
專科畢業者，應具有3年以上相關工作經驗。

專業知識及技能：
1. 程式設計
2. 資料庫基本概論
3. 技術文件閱讀
4. Internet資訊搜集
5. 計算機概論
6. MS Office 軟體應用
7. VS C#.Net 2015版本以上程式設計
8. 熟悉會計帳務作業者尤佳
9. 熟悉MVC或其它Restful API者尤佳


"
資訊系統工程師,中衛科技股份有限公司,南投縣南投市,待遇面議,//www.104.com.tw/job/7n72y?jobsource=jolist_a_relevance,"1.負責ERP系統的日常維護工作與相關的作業。 
2.客製程式的需求,設計及程式開發 
3.負責ERP新功能/模組的規劃與導入
4.報表設計及調整
5.熟悉資料庫整合開發技術,如MSSQL或Oracle
6.幫用戶端或作業員設定好電腦工作環境（如：應用軟體）
7.電子表單維護(Flow GP)與電子化流程的推行及應用
8.入口網站維護(EIP、Protal)
9.需要負責公司內部軟體的教育訓練
10.主管交辦事項。
",高中以上,不拘,[],"任用資格：
大學畢業者無需工作經驗；
專科畢業者，應具有3年以上相關工作經驗。

專業知識及技能：
1. 程式設計
2. 資料庫基本概論
3. 技術文件閱讀
4. Internet資訊搜集
5. 計算機概論
6. MS Office 軟體應用
7. VS C#.Net 2015版本以上程式設計
8. 熟悉會計帳務作業者尤佳
9. 熟悉MVC或其它Restful API者尤佳


"
