職缺,公司名稱,地址,薪資,連結,工作內容,工作經驗,科系要求,擅長工具,其他條件
iOS 軟體工程師,雙子數位科技有限公司,台北市大安區,待遇面議,//www.104.com.tw/job/6zwsi?jobsource=jolist_c_relevance,"嗨～～哈囉～

你是本公司要找的ios app工程師高手嗎?
就是你！別懷疑！！徵的就是你～
本公司需要有在RxSWIFT / SWIFT實務上3年以上開發經驗的你唷～

此職缺的職務內容有：

• 依照專案需求開發後端應用程式，撰寫 Swagger API 文件。
• 跟Product Owner, Web Dev 與 UI/UX一同開發 iOS APP 。
• 對其它同仁的工作成果進行 Code review。
• 對線上或開發中的功能進行壓力測試與校能調校。
• 協助外包單位完成產品功能並交接與控管品質。
• 解決複雜的技術問題
• 推動產品技術升級與導入


此職缺的必備技能：

1. 熟悉 MVP / MVVM 設計模式與物件化架構
2.  熟悉 Git 操作、Pull Request 與分支控管
3. 熟悉自動化測試工具進行單元測試跟UI測試
4. 熟悉 Scrum 進行開發
5. 熟悉 Ticketing 系統
6. 理解 Unit Test 的概念
7. 接觸或理解過 Clean Swift (VIP) 架構
8. 理解 CocoaPods 的運行機制


加分條件 : 

• 熟悉 Objective-C
• 熟悉前端應用常見的演算法與使用場景
• 具備使用 Instruments 檢視與優化效能的經驗
• 具備使用 LLDB debug 的能力
• 具備使用 Protobuf 的經驗
• 具備 CI / CD 的整合與實作經驗
• 具備 SwiftUI 的開發經驗
• 具備實作過 Unit Test 的經驗
• 具備 Web 應用開發經驗
• 具備處理 M1 / Intel Chip 開發配置問題的經驗
• 具備產品模組化的經驗
• 具備 View / Layer / Animation 等介面相關的效能優化經驗

有這麼好的工作機會，可別錯過囉！
趕快動一動你的手指頭，按下我要應徵/我要回覆的按鈕吧！
若還有相關的資訊想了解？歡迎來電或是來信，又或是由本公司的人資小姐姐主動與你聯繫唷～～
",專科以上,不拘,"['iOS', 'Objective-C', 'SWIFT']","1.熟悉Objective-C及Swift並有實務經驗
2.具基礎介面設計概念
3.能閱讀舊有程式並整理出規格進行開發者尤佳"
智能工廠工業APP開發/測試工程師(內湖瑞光路),Advantech_研華股份有限公司,台北市內湖區,待遇面議,//www.104.com.tw/job/7jnsb?jobsource=jolist_c_relevance,"開發 Machine C2S I.App/ iMobile 全端工程師
1. 主要工作是軟體開發以及維護 
2. 了解資料型態、常數、變數與運算式 
3. 了解程式語言的結構
4. 與 PM 討論確認軟體規格
""
",專科以上,不拘,[],"1.資訊工程或工業工程學系
2.擅長工具: 
2.1. 熟悉 MQTT, MongoDB, PostgreSQL 使用方式
2.2. 具備 Docker container 使用經驗
2.3. 具備 自動測試工具使用經驗
3. 熱愛軟體開發/測試/維運
4.工作技能與專長
4.1具React前端開發經驗，Javascript/HTML/CSS相關技術佳
4.2熟悉微服務架構與開發方法，具備 GraphQL 或RESTful API 開發經驗
4.3熟悉 NodeJS, Golang 至少一種後端開發語言
4.4良好的溝通能力及團隊協作能力，有責任心，學習能力強
4.5具備工廠自動化經驗者尤佳
"
ETL軟體工程師,雙子數位科技有限公司,台北市信義區,待遇面議,//www.104.com.tw/job/758vi?jobsource=jolist_c_relevance,"嗨～～哈囉～

你是本公司要找的ETL資料倉儲高手嗎?
就是你！別懷疑！！徵的就是你～
本公司需要有在ETL數據實務上2-3年以上開發經驗的你唷～

此職缺的職務內容有：

• 參與客戶需求及數據調研，數據對接方案設計
• 參與專案實施工作，協助客戶完成數據處理、數據導入工作
• 負責數據導入工具的研發維護
• 準確的將客戶需求傳達給產品研發團隊，並進行必要的整理和歸納；
• 根據公司大數據平台規範，設計數據處理導入方案，並與實施工程師協做完成專案
• 主要是做銀行端的資料移轉與資料清洗

此職缺的必備技能：

1. 有ETL開發經驗(包括但不限於Informaica, Trinity, SSIS)。 
2. 有ETL資料轉換流程、設計工作排程、效能調校相關經驗。 
3. ETL開發、測試與維護。 
4. 可配合公司專案需求至客戶端駐點服務。
5. 曾參與DW/DM/ODS專案，設計DW/DM/ODS等資料整合系統架構為佳。


有這麼好的工作機會，可別錯過囉！
趕快動一動你的手指頭，按下我要應徵/我要回覆的按鈕吧！
若還有相關的資訊想了解？歡迎來電或是來信，又或是由本公司的人資小姐姐主動與你聯繫唷～～


",專科以上,不拘,['ETL'],"1.資訊工程或工業工程學系
2.擅長工具: 
2.1. 熟悉 MQTT, MongoDB, PostgreSQL 使用方式
2.2. 具備 Docker container 使用經驗
2.3. 具備 自動測試工具使用經驗
3. 熱愛軟體開發/測試/維運
4.工作技能與專長
4.1具React前端開發經驗，Javascript/HTML/CSS相關技術佳
4.2熟悉微服務架構與開發方法，具備 GraphQL 或RESTful API 開發經驗
4.3熟悉 NodeJS, Golang 至少一種後端開發語言
4.4良好的溝通能力及團隊協作能力，有責任心，學習能力強
4.5具備工廠自動化經驗者尤佳
"
Java 軟體工程師,自然互動科技股份有限公司,台北市中山區,"月薪35,000元以上",//www.104.com.tw/job/7d68t?jobsource=jolist_c_relevance,"本公司與各大電信公司(中華電信、台灣大哥大、遠傳電信、台灣之星)合作運營及推廣加值服務，尋找對於持續開發符合市場需求的新產品及新服務有極大熱情的夥伴一同加入。

本職務的主要工作內容:
- 依據產品需求及系統設計規劃,實作系統程式開發,測試及上線
- 維護及優化自有產品之系統程式
- 與產品PM、前端工程師、系統規劃師溝通及協作
- 接觸新事物、新觀念、提升技術水準並與其他同仁共享與討論


職務技能需求
- 基礎SQL語法
- 基礎Linux OS操作
- 熟悉 Java SE / Java EE / Java Web 程式設計與開發。
- 熟悉前端應用技術及網頁MVC架構 ( JavaScript、JSP、Servlet、Spring MVC)
- 具備一年以上Java軟體開發經驗
- 追求優良的程式開發品質
- 責任心強，具備溝通及團隊協作能力

加分項目
- 具備前端網頁開發能力
- 具備tomcat應用伺服器之相關經驗
- 使用GitHub、Slack 、SVN 工具經驗
- 系統分析及設計能力
- 熟悉Database使用
- 熟悉Struts2",專科、大學、碩士,資訊工程相關、電機電子工程相關、機械工程相關,"['Java', 'JSP', 'Spring', 'JDBC', 'MySQL', 'Oracle', 'Tomcat', 'HTML', 'JavaScript', 'jQuery']","面試流程
*線上工程筆試測試 (人資單位提供的線上考題，交卷後依筆試結果評估安排主管面談)

*主管面談 (60~90分鐘)
- 自我介紹 (求職者如有作品集請於此階段提出)
- 工作內容、團隊文化、公司制度說明
- 產品開發及技術相關問答"
【研發中心】資深網頁全端軟體工程師(台北內湖),網銀國際股份有限公司,台北市內湖區,待遇面議,//www.104.com.tw/job/7emlg?jobsource=jolist_c_relevance,"Senior Full Stack Web Software Engineer

【工作職責】
● 研發跨平台(PC、iOS和Android)網頁應用軟體
● 負責網頁前端與後端的程式開發工作
● 根據產品應用或營運服務需求，進行程式設計框架及技術方案設計和實現
●  結合技術和產品設計持續對前端使用體驗及前/後端運行效能進行優化
●  網站架設與維護
●  指導及提升其他程式人員能力
● 工作內容包括但不限於技術設計、軟體開發、測試和各類協作

【職務條件】
● 學歷條件：
  -大學以上資訊、電機、電子、機械、物理、應數等理工相關科系畢業
● 經歷要求：
  -3年以上相關工作經驗
● 職能要求：
  -前端精通JavaScript或TypeScript程式語言
  -後端精通C#及PHP程式語言
  -精通HTML5、CSS3、jQuery、Ajax、Vue、React等前端技術與框架
  -熟悉.Net Core或Laravel等後端開發框架
  -熟悉C/C++、Java或Python等程式語言為佳
  -熟悉WebAssembly開發與應用為佳
  -熟悉RWD響應式網頁設計
  -熟悉MVC框架
  -對技術特定領域(例如3D Graphics、Computer Vision、SLAM、Deep Learning AI、Video/Audio Streaming、Video/Audio Codec、Motion Recognition、Data Mining、Blockchain、VR/AR等)其中至少一項有深入研究及相關開發經驗。
  -熟悉SQL與NoSQL資料庫系統與應用
  -熟悉TCP/IP、UDP、WebSocket或HTTP等通訊協定的使用
  -熟悉IIS、Apache或Nginx等網站伺服器架設與維運
  -具備高承載Web服務開發經驗
  -具備RESTful API設計與使用經驗
  -具備AWS或GCP雲端服務使用與維運經驗
  -具備英文讀寫能力，可閱讀英文技術論文及報告
● 其他要求
  -對技術領域有持續的追求與熱情。
  -溝通能力。
  -團隊合作意識。
  -追求卓越的工作態度。
  -責任心。

☆欲應徵者請投遞履歷後等待書面初審合格後之面試通知。
初審未通過者，恕不另行通知。",大學、碩士,數學及電算機科學學科類,[], 
61730-工程師/高級工程師,QNAP_威聯通科技股份有限公司,新北市汐止區,待遇面議,//www.104.com.tw/job/7chez?jobsource=jolist_c_relevance,"本職務主要負責視訊監控伺服器之開發, 正在積極尋找有 Linux C/C++/Python 開發相關經驗的優秀工程師, 歡迎對開發視訊監控伺服器有興趣的朋友, 一同加入我們的開發團隊

[工作內容]
1. 視訊監控系統之開發 
2. 影像與AI相關之專案開發與監控系統整合
3. 運用""Docker"",""分散式架構"" 進行軟體開發

[需求條件]
1. 熟悉 Linux C/C++/Python/Shell script  程式開發
2. 熟悉軟體版本控制工具(Git) 與 CI/CD工具 (Jenkins/GitLab) 
3. 良好的表達與溝通能力且樂於學習新技術, 樂於技術分享與撰寫文件, 能夠適當溝通協調
4. 有影像串流相關專案開發經驗 (佳)


會用到的程式語言包含C/C++/Python/Shell script，技術範圍以後端為主，涵蓋Linux System/Database/Network/Docker等。 ",大學、碩士,數學及電算機科學學科類,"['Linux', 'C', 'C++', 'Python']","經歷:
1. 熟悉Linux系統程式開發
2. 熟悉影像資料存取與串流技術佳
3. 實做監控系統相關產品尤佳
4. 3年以上軟體開發經驗尤佳，可接受剛畢業具潛力工程師。

知識:
1. 具備軟體工程、演算法、資料結構、電腦作業系統, 資料庫等相關知識。
2. Linux 系統相關知識, Multi-Thread觀念, 跨Linux Process 協作
3. 影像串流相關知識 

技能:
1. 熟悉並且能使用C/C++, Python,Shell script 語言開發 Linux 軟體專案
2. 熟悉 Socket 介面串接、以及 Linux network programming 相關開發架構

Must have: 
1. 熟悉 Linux 系統程式開發
2. 熟悉 C/C++/Shell Script 
3. 熟悉 Python 

Nice to have: 
1. 熟悉 SQL/non-SQL 
2. 熟悉 Docker
3. 熟悉影像串流相關知識  
4. 具 Open Source 開發整合經驗者
5. 熟悉 Linux Socket Network Programming. 具有使用C/C++ 開發Client/Server 程式經驗者

態度:
1. 良好的表達與溝通能力且樂於學習新技術
2. 樂於技術分享與撰寫文件, 能夠適當溝通協調"
PHP工程師,風行天股份有限公司,台北市中山區,"月薪30,000~50,000元",//www.104.com.tw/job/4gqmv?jobsource=jolist_c_relevance,"風行天是FINTECH與AI的領導公司，是一個年輕有活力的團隊，在業界享譽卓著。
我們歡迎有熱情有能力的PHP工程師加入我們。

我們開發、設計平台與產品，提供企業在業務外勤上的管理工具提升效率，也提供獨特的匯兌風險管理平台，協助企業管理風險。
所以您在這裡除了可以貢獻所學，還能借由互相學習提昇自我。
具積極進取跟願意接受挑戰就是我們需要的人才！

工作內容：
1. 獨立或指導助理工程師共同完成交辦事項。
2. 專案需求功能分析 、規劃、設計及程式撰寫。
3. 協調團隊專案開發及進度掌控。
4. 管理Git版本控制。
5. 資料庫維護與相關程式設計。

基本條件：
1. 三年以上專案開發經驗。
2. 具網頁程式開發經驗，熟悉PHP、JQuery、HTML、CSS、Ajax等網頁相關技術。
3. 熟LAMP開發相關系統及應用程式設定。
4. 能獨立閱讀英文相關技術文件。
5. 具資訊安全相關知識，如Sql Injection, XSS, CORS等。
6. 具Web Service相關開發經驗及資訊安全處理經驗。
7. 具備良好的溝通與傾聽技巧。

加分條件：
1. 具MVC開發概念, 熟Framework 如CodeIgniter、Laravel、Yii者佳。",專科以上,不拘,"['PHP', 'MySQL', 'HTML', 'JavaScript']","經歷:
1. 熟悉Linux系統程式開發
2. 熟悉影像資料存取與串流技術佳
3. 實做監控系統相關產品尤佳
4. 3年以上軟體開發經驗尤佳，可接受剛畢業具潛力工程師。

知識:
1. 具備軟體工程、演算法、資料結構、電腦作業系統, 資料庫等相關知識。
2. Linux 系統相關知識, Multi-Thread觀念, 跨Linux Process 協作
3. 影像串流相關知識 

技能:
1. 熟悉並且能使用C/C++, Python,Shell script 語言開發 Linux 軟體專案
2. 熟悉 Socket 介面串接、以及 Linux network programming 相關開發架構

Must have: 
1. 熟悉 Linux 系統程式開發
2. 熟悉 C/C++/Shell Script 
3. 熟悉 Python 

Nice to have: 
1. 熟悉 SQL/non-SQL 
2. 熟悉 Docker
3. 熟悉影像串流相關知識  
4. 具 Open Source 開發整合經驗者
5. 熟悉 Linux Socket Network Programming. 具有使用C/C++ 開發Client/Server 程式經驗者

態度:
1. 良好的表達與溝通能力且樂於學習新技術
2. 樂於技術分享與撰寫文件, 能夠適當溝通協調"
WEB前端工程師,新代科技集團_聯達智能股份有限公司,新竹市,待遇面議,//www.104.com.tw/job/79es0?jobsource=jolist_c_relevance,"1. 創造給客戶更好的 UI/UX體驗
2. 設計、開發網頁介面
3. 負責網站網頁前端程式撰寫
4. 維護並優化頁面效能
5. 與其他部門前端工程師合作共同開發
6. 後端工程師配合，串接 API，完成產品開發
7. 開發重複使用前端組件
8. 設計優化前端開流程",大學以上,資訊管理相關、資訊工程相關,"['C#', 'HTML', 'JavaScript', 'jQuery', 'CSS', 'VueJS']"," 1. 熟悉 HTML / CSS / JavaScript 
2. 熟悉前端框架 Vue /Vuex , Angular
3. 具相關lib使用經驗尤佳 (ex: JQuery , lodash)
4. 具與後端工程師合作介接 RESTFul API 經驗尤佳
5. 具程式版本管理經驗尤佳 "
C# Asp .Net 工程師,晶要資訊有限公司,台中市北區,待遇面議,//www.104.com.tw/job/7i5rv?jobsource=jolist_c_relevance,"1. 使用C#語法和Visual Studio開發ASP.NET Core網站Server
2. 使用C#語法和Visual Studio開發ASP.NET Core Web API ",大學以上,資訊管理相關、資訊工程相關,"['ASP.NET', 'C#', 'HTML', 'JavaScript']","1. 熟悉後端技術：Asp.Net MVC/Asp.Net Core。
2. 熟悉 C# 程式語言。
3. 熟悉Visual Studio 2019操作
4. 清楚網站系統架構及流程
5. 略懂資料存取技術：Entity Framework/Dapper。
6. 略懂MS SQL SERVER
7. 略懂HTML、JavaScript、jQuery和CSS3
8. 略懂Visual Studio Code操作
9. 有責任感，具良好溝技巧能與同事討論分享技術問題，並具有自主思考及解決能力者佳。
10. 具備學習各種技術的熱忱者佳。
11. 歡迎對.Net Core框架有強烈興趣，想要往此領域發展者。
12. 歡迎有興趣往全端工程師領域發展者 (會學習到使用C#、HTML5和CSS3的Blazor網站系統開發)。
13. 歡迎攜帶作品集面試。"
【日本東京】IT系工程師,スマカン株式会社,日本,待遇面議,//www.104.com.tw/job/5b08a?jobsource=jolist_c_relevance,"駐廠在日本東京都內知名企業，歡迎勇於挑戰累積實力經驗，拓展國際視野的工程師加入~ 
主要工作內容：(依照擅長專業進行工作安排)
概要定義、基本設計、詳細設計、編成、測試、系統維護、規格文件撰寫
與日本人一起工作，須具備日文溝通能力
各職務軟體系統工程師，符合一項即可
◆C/C++開發經驗1年以上
◆ABAP開發經驗1年以上
◆JAVA或.NET實際開發經驗2年以上。良好的程式設計水平，有一定的文檔撰寫能力
◆PHP開發經驗1年以上
◆有Intra-mart框架經驗。能夠理解基本設計，獨立完成詳細設計的編寫

※主要合作業界：金融、證卷、公共IT、能源IT、產業IT 
※專案駐廠期間：約半年到2年不等，專案結束後會提前一個月再安排到其他專案
※公司提供：宿舍/加班費/交通費/獎金/保險/固定調薪 
※公司提供：就職工作簽證 
※年收：約日幣350萬～700萬元（錄取後依照日文能力及經驗決定待遇） ",專科以上,資訊工程相關,[],"1. 資訊工程科系相關畢業
2. 有3年以上的資訊開發經驗或有日本企業資訊開發經驗
3. 日語檢定2級以上，工作上可溝通交流的水準
4. 具邏輯思考、工作自我規範、良好的溝通能力、團隊合作精神，並具有敬業、責任感及學習能力


"
React Native App工程師,雙子數位科技有限公司,台北市松山區,待遇面議,//www.104.com.tw/job/7hccx?jobsource=jolist_c_relevance,"嗨～～哈囉～

你是本公司要找的React Native App工程師高手嗎?
就是你！別懷疑！！徵的就是你～
本公司需要有實務上3年以上開發經驗的你唷～

此職缺的職務內容有：

1. React Native App開發
2. 熱愛寫程式，對程式品質要求嚴謹
3. 具備良好之溝通、團隊合作之能力
4. 視專案需要配合駐點。
",專科以上,不拘,"['iOS', 'Objective-C', 'SWIFT', 'ReactNative']","1.熟悉React Native App開發
2.具基礎介面設計概念
3.能閱讀舊有程式並整理出規格進行開發者尤佳"
網頁前端工程師,益昇國際智慧股份有限公司,台中市北屯區,"月薪33,000~50,000元",//www.104.com.tw/job/7i9tm?jobsource=jolist_c_relevance,"專業技能：
1. 學習及應用軟體研發新技術與新工具。
2. 熟悉網頁版面規劃。製作客製化網頁、活動網頁開發。
3. API串接。與工程團隊合作，進行資料串接。
4. 網頁/服務/應用程式撰寫及開發，與其他工程師配合架設網站。
5. 獨立完成切版。

團隊合作與溝通：
1. 與 PM 及其他工程師合作，溝通協調，相互支援，完成任務。
2. 與公司外部合作夥伴進行專案合作。
3. 參與工業4.0專案。 ",專科以上,不拘,"['HTML', 'JavaScript', 'jQuery']","專業技能
1.熟悉網站前端技術 HTML、Javascript、CSS
2.會使用 jQuery
3.熟悉 api 串接、後台串接
4. CSS 跨瀏覽器、動畫調整

其他條件
1.勇於溝通，樂於表達自己的想法，將與平面設計團隊、企劃、互動工程跨部門合作
2.提交1-2份獨立完成的網站作品。
3.具開發經驗及其相關框架(加分項目)
4.UI / UX / IA / IxD相關經驗(加分項目) "
PHP工程師,趣遊科技有限公司,台北市內湖區,待遇面議,//www.104.com.tw/job/7nq5y?jobsource=jolist_c_relevance,"1. 熟悉 CMS 平台搭建 (此為主要工作項目，完成站台搭建) 
2. 動化應用程式部署 (快速建站) 
3. 爬蟲、採集相關開發

所需技能：
(1) 熟悉 PHP 語法 (大部分使用 PHP 5.5 以上) 
(2) 清楚 python 語法 (爬蟲相關技術) 
(3) 熟悉 Laravel 框架
(4) 熟悉 git 版控 
(5) 熟悉 MySQL 資料庫 (需要會基本的新增、修改、查詢) 
(6) 熟悉 Docker 開發環境 (需要會搭建、基礎使用)
(7) 擅長 CMS 相關工具",大學以上,不拘,"['Git', 'PHP', 'Python', 'MySQL']","☀️ 加分項目 ☀️
1. 能夠獨立完成專案 
2. 願意使用 Terminal 指令 
3. 願意學習新技術，並對新技術有熱情及渴望
4. 能夠耐心地與PM、工程師溝通，可跨部門與他人合作 

"
軟體工程師TS2,中華系統整合股份有限公司,台北市大安區,待遇面議,//www.104.com.tw/job/73ae2?jobsource=jolist_c_relevance,"1.Java 、.NET、APP應用系統開發，負責專案功能開發，包括系統分析、系統設計、網頁設計、程式開發等。
2.系統單元測試、功能測試、程式碼檢核，確保系統可靠及易於維護。 
3.參與專案測試與維運，並處理異常分析及提供改善方案。
4.專案概念性驗證與技術研發。
5.專案前期評估，訪談與分析客戶功能需求、彙整需求訪談文件、擬定解決方案。
6.前端、後端、全端軟體工程師、系統分析師等正職職缺。

",專科以上,資訊管理相關、資訊工程相關、其他工程相關,"['Android', 'iOS', 'ASP.NET', 'C#', 'Java', 'JSP', 'Spring', 'Visual Studio', 'HTML', 'JavaScript', 'jQuery', 'CSS', 'Node.js', 'ReactJS', 'VueJS']",Java SE/Java EE/Spring/JQuery/Vue.js/Node.js/MS SQL/Oracle/ASP.NET/C#/iOS APP/Android APP
Android工程師,多必優國際有限公司,新北市新莊區,"月薪45,000~98,000元",//www.104.com.tw/job/7mwz9?jobsource=jolist_c_relevance,"我們公司是整合線上、線下多元銷售的創新服務公司，幫助中小企業，從網站架設、產品新聞曝光、創造網路聲量、進而推廣商品銷售....等，一次整合到位，多元服務客戶。多元的業務發展，不但承接政府專案，也協助企業e化的專案申請補助，急尋軟體工程師高手加入，願意幫助創業 or 中小企業業主，一起共好的軟體高手加入!!

我們秉持學徒制度，由老經驗的資深人員帶領新加入的夥伴，歡迎喜歡學習的軟體高手加入~~ 

Android 平台開發~~ 

** 工作內容
◆ 負責Android App 架構設計、程式開發和系統維護
◆ 實現產品需求的邏輯程式，按照設計圖實現 UI
◆ 預估並掌控軟體開發進度
◆ 確保App能以流暢的性能運行
◆ 負責日常APP之維護管理及問題協調追蹤與排除
◆ 編寫相關開發文檔、技術資料等
◆ 從使用者和技術專家角度出發，對產品設計提出建議
◆ 評估新技術、研發新工具，並勇於導入它們

** 職缺條件：
◆ 擅長 Android、Java

** 其他條件
◆ 具1年以上軟體工程系統開發、軟體程式設計、系統架構規劃與維護相關經驗
◆ 熟悉針對不同尺寸、解析度的版面佈局及開發
◆ 熟悉 Android / iOS 開發憑證製作、審核、上架流程
◆ 熟悉APP開發流程、測試、各種常用的簽名打包方式和上架
◆ 具備獨立開發完整APP之經驗與能力者優先考量
◆ 需檢附作品

**面試準備： 面試須提供過往作品",專科、大學、碩士,不拘,"['Android', 'Java', 'Kotlin']","我們公司是整合線上、線下多元銷售的創新服務公司，幫助中小企業，從網站架設、產品新聞曝光、創造網路聲量、進而推廣商品銷售....等，一次整合到位，多元服務客戶。

我們多元的業務發展，不但承接政府專案，也協助企業e化的專案申請補助，目前多個專案進行中，急尋軟體工程師高手加入，願意幫助創業 or 中小企業業主，一起共好的軟體高手加入。"
資訊部  前端工程師(Frontend Engineer),公勝保險經紀人股份有限公司,高雄市左營區,"月薪30,000元以上",//www.104.com.tw/job/7jlny?jobsource=jolist_c_relevance,"本職缺徵求前端工程師，工作內容將與後端工程師、機器學習工程師和產品經理共同討論需求並提供建議，參與產品設計及架構討論、建立全面性的系統架構，打造保險財顧資訊平台系統。

【角色期望】 
• 願意與工程師夥伴和 PM、客戶端 RD 緊密合作，共同討論需求並提供建議 
• 參與產品設計及架構討論、建立全面性的系統架構
• 注重程式碼品質的可維護性、可讀性與效能
• 時刻改進工作流程、提昇開發效率，不吝與夥伴進行技術分享與討論，與團隊共同成長
• 喜歡開放式組織，願意即時地與團隊成員溝通與回饋並加以實現 
• 面對挑戰能抱持熱情並願意自主學習 

【工作內容】 
• 持續改善 Code Base 與開發流程 
• 因應領域需求，帶領團隊設計不同的軟體架構 
• 共同設計 RESTful API 介面，開發全端系統 
• 協助提升團隊技術能力 
• 在彈性的環境中，持續修正團隊的前進方向 
• 釐清需求，並且導向適當的解決方式 

(歡迎應屆畢業生)",專科、大學、碩士,不拘,"['Git', 'ASP.NET', 'C#', 'Java', 'JSP', 'Spring', 'JavaScript']"," 1. 2 年+前端開發經驗 
2. 積極主動的 Team Player
3. 發掘與解決問題的能力
4. 熟悉 React 或 Angular  
5. 熟悉 Clean Code 原則 
6. 熟悉 Git 版本控制與開發流程

＊無經驗可，更重要的是樂於學習，追求自我能力的提升

 "
軟體工程師,智連工控股份有限公司,台南市北區,"月薪30,000~50,000元",//www.104.com.tw/job/7fmyz?jobsource=jolist_b_relevance,"軟體開發與維護
工程與產品文件撰寫
專案導入支援
",專科以上,工程學科類、資訊工程相關、其他數學及電算機科學相關,"['Linux', 'C', 'C++', 'Python', 'JavaScript', 'Node.js']","C/C++程式設計爲必要條件
熟悉Linux者優先任用
具備自我學習能力，勇於接受挑戰"
全端軟體開發設計工程師,社團法人中華基督教救助協會,新北市永和區,"月薪30,000~50,000元",//www.104.com.tw/job/7cu14?jobsource=jolist_b_relevance,"* 須具備能力: 
1. Software expertise:
Microsoft ASP.NET(必備), Visual Studio 2017, Visual Studio 2019(必備) Microsoft SQL database(必備), MS access database, Microsoft IIS web server(須具備Web Server程式開發能力)

2. Languages:
C#(必備), Java scripts, HTML5, LINQ to SQL(必備，不使用store procedure,view,trigger進行開發)

3. Mandatory experience
WEB RWD design bootstrap(必備), Infragistics AJEX,Webservice, Client/Server design concept

4. Skills summary: 
 Strong technical programmer/analyst with proven ability to develop innovative solutions aimed at improving efficiencies while reducing costs and facilitating business workflow and operations.

5. 至少具備五年(含)以上程式撰寫(必備),並具備系統開發經驗者尤佳.



",大學以上,不拘,[],"C/C++程式設計爲必要條件
熟悉Linux者優先任用
具備自我學習能力，勇於接受挑戰"
前端工程師 Frontend Engineer,索爾斯科技有限公司,新竹縣竹北市,"月薪35,000~60,000元",//www.104.com.tw/job/7it39?jobsource=jolist_b_relevance,"必要技能Javascript、jQuery、HTML、CSS
具前端框架（Angular2、VUE、React）有實作經驗者。
熟悉Restful API協定，配合後端工程師規劃API架構。
- 熟悉基本 web 協定如 HTTP、REST、JSON 等。
- 熟悉 Git 版本控制。

",大學,不拘,"['Github', 'HTML', 'JavaScript', 'CSS', 'ReactJS', 'AngularJS', 'VueJS']","學生可，但要自己找資料解決
熟悉React 並可以寫React Native工程師優先錄取"
【總部資訊中心】軟體工程師,歐華全球物流有限公司,新竹縣竹北市,待遇面議,//www.104.com.tw/job/6ctvz?jobsource=jolist_b_relevance,"歐華國際物流是專業國際空海陸運輸服務集團，全球 40+ 間分公司，員工 1100+ 人，
資訊研發中心位於新竹縣竹北市，現招募具經驗的全端開發工程師。

我們使用 ASP.NET MVC, C#, TypeScript, JQuery, React 等先進 Web 應用開發技術，搭配 AWS, ALI, Azure 等世界級雲端平台，打造智慧化海空陸運協同管理系統，積極引進時下創新技術，精益求精，提供同仁無限延伸的技能發展舞台，與時俱進。

歐華集團十分注重同仁職涯發展，努力建構專業、安全、健康、效率的工作環境，個人工作空間寬廣，工作樂趣倍優於同業，歡迎專業的您與我們聯繫，共創幸福美好的未來。

我們需有至少 4 年以上相關經驗的您加入，有物流經驗、電子商務經驗佳！",專科以上,資訊管理相關、資訊工程相關、運輸管理相關,"['Windows Server 2012', 'Windows 10', 'Windows Server 2019', 'OOAD', 'OOP', 'ASP.NET', 'C#', 'MS SQL', 'RDBMS', 'HTML', 'JavaScript', 'jQuery', 'CSS', 'Node.js', 'ReactJS']","1. 具 ASP.NET MVC, MS SQL 企業應用系統開發經驗者。
2. 對 國際貨物運輸 與 商務企業系統智慧化開發有興趣者。
"
C# Asp .Net 工程師,晶要資訊有限公司,台中市北區,待遇面議,//www.104.com.tw/job/7i5rv?jobsource=jolist_b_relevance,"1. 使用C#語法和Visual Studio開發ASP.NET Core網站Server
2. 使用C#語法和Visual Studio開發ASP.NET Core Web API ",專科以上,資訊管理相關、資訊工程相關、運輸管理相關,"['ASP.NET', 'C#', 'HTML', 'JavaScript']","1. 熟悉後端技術：Asp.Net MVC/Asp.Net Core。
2. 熟悉 C# 程式語言。
3. 熟悉Visual Studio 2019操作
4. 清楚網站系統架構及流程
5. 略懂資料存取技術：Entity Framework/Dapper。
6. 略懂MS SQL SERVER
7. 略懂HTML、JavaScript、jQuery和CSS3
8. 略懂Visual Studio Code操作
9. 有責任感，具良好溝技巧能與同事討論分享技術問題，並具有自主思考及解決能力者佳。
10. 具備學習各種技術的熱忱者佳。
11. 歡迎對.Net Core框架有強烈興趣，想要往此領域發展者。
12. 歡迎有興趣往全端工程師領域發展者 (會學習到使用C#、HTML5和CSS3的Blazor網站系統開發)。
13. 歡迎攜帶作品集面試。"
